iter	Passed	Remaining
513	52133	49293
514	52239	49196
515	52352	49105
516	52437	48988
517	52581	48926
518	52698	48840
519	52781	48720
520	52896	48631
521	52990	48523
522	53094	48424
523	53202	48328
524	53286	48211
525	53377	48100
526	53483	48003
527	53591	47907
528	53680	47794
529	53782	47693
530	53870	47580
531	53963	47471
532	54065	47370
533	54191	47290
534	54309	47203
535	54390	47084
536	54477	46970
537	54577	46867
538	54666	46755
539	54759	46646
540	54843	46530
541	54954	46437
542	55034	46318
543	55124	46207
544	55217	46098
545	55307	45988
546	55406	45884
547	55504	45781
548	55593	45669
549	55700	45573
550	55800	45470
551	55914	45379
552	56001	45267
553	56114	45175
554	56195	45057
555	56304	44962
556	56388	44847
557	56498	44753
558	56582	44638
559	56670	44527
560	56762	44418
561	56847	44304
562	56953	44207
563	57043	44097
564	57137	43990
565	57236	43887
566	57339	43788
567	57435	43683
568	57525	43573
569	57625	43472
570	57718	43364
571	57805	43252
572	57909	43154
573	57999	43044
574	58092	42938
575	58174	42822
576	58260	42711
577	58362	42610
578	58453	42502
579	58555	42401
580	58643	42292
581	58750	42195
582	58862	42102
583	58965	42002
584	59072	41906
585	59165	41799
586	59255	41691
587	59339	41577
588	59432	41471
589	59532	41369
590	59625	41263
591	59722	41160
592	59820	41057
593	59919	40955
594	60026	40858
595	60118	40751
596	60206	40641
597	60306	40540
598	60419	40447
599	60506	40337
600	60607	40236
601	60691	40124
602	60774	40012
603	60891	39922
604	60991	39820
605	61091	39719
606	61202	39625
607	61287	39514
608	61378	39406
609	61477	39305
610	61572	39200
611	61672	39099
612	61765	38994
613	61873	38897
614	61986	38804
615	62119	38724
616	62260	38647
617	62356	38543
618	62461	38445
619	62613	38375
620	62761	38303
621	62916	38235
622	63037	38146
623	63163	38060
624	63266	37960
625	63370	37860
626	63513	37784
627	63642	37698
628	63720	37583
629	63810	37476
630	63903	37369
631	63995	37263
632	64086	37155
633	64169	37043
634	64301	36960
635	64471	36898
636	64632	36831
637	64734	36730
638	64822	36621
639	64914	36514
640	65020	36415
641	65158	36334
642	65299	36254
643	65415	36161
644	65496	36048
645	65602	35949
646	65702	35846
647	65812	35749
648	65893	35637
649	65985	35530
650	66085	35428
651	66176	35321
652	66273	35217
653	66422	35141
654	66555	35055
655	66672	34962
656	66776	34862
657	66882	34762
658	67018	34678
659	67155	34595
660	67279	34504
661	67391	34408
662	67485	34302
663	67598	34206
664	67686	34097
665	67781	33992
666	67892	33895
667	68021	33807
668	68146	33716
669	68263	33622
670	68395	33535
671	68496	33432
672	68594	33329
673	68714	33235
674	68861	33155
675	69038	33089
676	69202	33017
677	69336	32929
678	69501	32856
679	69666	32784
680	69782	32688
681	69893	32589
682	70019	32498
683	70142	32405
684	70263	32310
685	70409	32228
686	70529	32133
687	70618	32024
688	70709	31916
689	70819	31817
690	70935	31720
691	71044	31621
692	71148	31518
693	71259	31419
694	71361	31316
695	71464	31214
696	71583	31118
697	71684	31015
698	71795	30916
699	71906	30816
700	72001	30711
701	72115	30613
702	72203	30504
703	72300	30399
704	72410	30299
705	72500	30191
706	72590	30083
707	72678	29974
708	72765	29865
709	72856	29758
710	72955	29654
711	73060	29552
712	73156	29447
713	73267	29347
714	73360	29241
715	73462	29138
716	73548	29029
717	73656	28929
718	73737	28818
719	73836	28714
720	73937	28611
721	74030	28504
722	74133	28402
723	74247	28304
724	74333	28195
725	74442	28095
726	74523	27984
727	74635	27885
728	74722	27777
729	74812	27670
730	74911	27566
731	74995	27457
732	75089	27351
733	75182	27246
734	75275	27140
735	75375	27037
736	75487	26938
737	75569	26828
738	75683	26729
739	75770	26622
740	75880	26522
741	75964	26413
742	76065	26310
743	76160	26205
744	76247	26098
745	76346	25994
746	76439	25889
747	76534	25784
748	76620	25676
749	76732	25577
750	76829	25473
751	76929	25370
752	77030	25267
753	77124	25162
754	77244	25065
755	77332	24959
756	77453	24862
757	77566	24764
758	77668	24661
759	77766	24557
760	77858	24452
761	77957	24348
762	78066	24248
763	78151	24141
764	78262	24041
765	78368	23940
766	78455	23833
767	78541	23726
768	78658	23628
769	78758	23525
770	78852	23420
771	78948	23316
772	79045	23212
773	79136	23107
774	79240	23005
775	79352	22905
776	79450	22802
777	79547	22698
778	79640	22593
779	79739	22490
780	79834	22386
781	79929	22282
782	80012	22174
783	80120	22074
784	80204	21966
785	80297	21862
786	80400	21760
787	80493	21655
788	80591	21552
789	80684	21447
790	80779	21343
791	80894	21244
792	80982	21139
793	81080	21036
794	81166	20929
795	81258	20825
796	81359	20722
797	81482	20625
798	81603	20528
799	81698	20424
800	81797	20321
801	81889	20217
802	81982	20112
803	82067	20006
804	82159	19902
805	82272	19802
806	82381	19702
807	82481	19599
808	82574	19495
809	82661	19389
810	82771	19289
811	82874	19187
812	82967	19083
813	83081	18984
814	83167	18878
815	83257	18773
816	83386	18677
817	83489	18575
818	83594	18474
819	83700	18373
820	83801	18271
821	83886	18165
822	84000	18065
823	84097	17962
824	84203	17861
825	84296	17757
826	84400	17655
827	84515	17556
828	84613	17453
829	84716	17351
830	84833	17252
831	84934	17150
832	85036	17048
833	85141	16946
834	85236	16843
835	85350	16743
836	85452	16641
837	85550	16538
838	85646	16435
839	85748	16333
840	85859	16232
841	85952	16128
842	86066	16028
843	86160	15925
844	86260	15822
845	86369	15722
846	86480	15621
847	86582	15519
848	86683	15417
849	86786	15315
850	86901	15215
851	86993	15111
852	87096	15009
853	87191	14906
854	87294	14804
855	87415	14705
856	87525	14604
857	87615	14500
858	87728	14400
859	87811	14294
860	87924	14194
861	88023	14091
862	88125	13989
863	88242	13890
864	88367	13791
865	88526	13698
866	88647	13598
867	88754	13497
868	88863	13395
869	88960	13292
870	89075	13192
871	89174	13089
872	89313	12992
873	89467	12898
874	89602	12800
875	89704	12697
876	89803	12594
877	89913	12493
878	90044	12395
879	90169	12295
880	90269	12192
881	90390	12093
882	90505	11992
883	90613	11890
884	90712	11787
885	90840	11688
886	90987	11591
887	91142	11495
888	91298	11399
889	91434	11300
890	91571	11202
891	91776	11111
892	91901	11011
893	91995	10907
894	92157	10811
895	92298	10713
896	92436	10614
897	92547	10512
898	92642	10408
899	92740	10304
900	92835	10200
901	92928	10096
902	93020	9992
903	93124	9889
904	93246	9788
905	93402	9690
906	93550	9592
907	93653	9489
908	93774	9387
909	93869	9283
910	93971	9180
911	94086	9078
912	94180	8974
913	94281	8871
914	94365	8766
915	94468	8663
916	94560	8558
917	94683	8457
918	94780	8353
919	94902	8252
920	95041	8152
921	95175	8051
922	95341	7953
923	95527	7857
924	95676	7757
925	95918	7665
926	96098	7567
927	96253	7467
928	96352	7363
929	96458	7260
930	96617	7160
931	96788	7061
932	96907	6959
933	96986	6853
934	97070	6748
935	97212	6647
936	97357	6545
937	97491	6444
938	97597	6340
939	97702	6236
940	97815	6132
941	97926	6029
942	98017	5924
943	98132	5821
944	98222	5716
945	98314	5612
946	98427	5508
947	98538	5405
948	98619	5299
949	98715	5195
950	98840	5092
951	98959	4989
952	99090	4886
953	99207	4783
954	99327	4680
955	99413	4575
956	99534	4472
957	99645	4368
958	99743	4264
959	99844	4160
960	99937	4055
961	100035	3951
962	100132	3847
963	100231	3743
964	100328	3638
965	100430	3534
966	100523	3430
967	100640	3326
968	100790	3224
969	100919	3121
970	101016	3016
971	101126	2913
972	101211	2808
973	101318	2704
974	101404	2600
975	101506	2496
976	101601	2391
977	101690	2287
978	101789	2183
979	101896	2079
980	101994	1975
981	102105	1871
982	102219	1767
983	102319	1663
984	102420	1559
985	102517	1455
986	102624	1351
987	102717	1247
988	102810	1143
989	102900	1039
990	102985	935
991	103081	831
992	103167	727
993	103273	623
994	103386	519
995	103479	415
996	103574	311
997	103656	207
998	103743	103
999	103835	0
